# Reference REAR geodetic observables for the Greenland example
# Green function from file: gf_Greenland.dat
# All rates are in units of mm/yr
#
#   Lon        Lat           Up          South          East         Geoid    
# --------  ----------  ------------  ------------  ------------  ------------
  315.5000     61.0000  0.627168E+01  0.114038E+01  -.429578E+00  -.289675E+01
  316.0000     61.0000  0.679985E+01  0.124395E+01  -.509537E+00  -.309805E+01
  316.5000     61.0000  0.779226E+01  0.127651E+01  0.276848E-01  -.333180E+01
  317.0000     61.0000  0.784845E+01  0.119211E+01  0.771593E+00  -.322369E+01
  317.5000     61.0000  0.445760E+01  0.113823E+01  0.757858E+00  -.242804E+01
  318.0000     61.0000  0.374689E+01  0.101414E+01  0.734349E+00  -.214267E+01
  318.5000     61.0000  0.326149E+01  0.895685E+00  0.689164E+00  -.194641E+01
  319.0000     61.0000  0.289845E+01  0.796761E+00  0.633829E+00  -.179768E+01
  319.5000     61.0000  0.261573E+01  0.716300E+00  0.580097E+00  -.167899E+01
  320.0000     61.0000  0.238908E+01  0.650770E+00  0.531678E+00  -.158086E+01
  320.5000     61.0000  0.220335E+01  0.596536E+00  0.489141E+00  -.149758E+01
  321.0000     61.0000  0.204820E+01  0.550905E+00  0.452040E+00  -.142538E+01
  321.5000     61.0000  0.191638E+01  0.511813E+00  0.419652E+00  -.136167E+01
  322.0000     61.0000  0.180312E+01  0.477816E+00  0.391236E+00  -.130468E+01
  322.5000     61.0000  0.170461E+01  0.447859E+00  0.366137E+00  -.125308E+01
  323.0000     61.0000  0.161801E+01  0.421151E+00  0.343807E+00  -.120589E+01
  323.5000     61.0000  0.154144E+01  0.397162E+00  0.323825E+00  -.116239E+01
  324.0000     61.0000  0.147307E+01  0.375475E+00  0.305865E+00  -.112200E+01
  324.5000     61.0000  0.141178E+01  0.355757E+00  0.289630E+00  -.108430E+01
  325.0000     61.0000  0.135641E+01  0.337718E+00  0.274899E+00  -.104891E+01
  325.5000     61.0000  0.130624E+01  0.321188E+00  0.261503E+00  -.101556E+01
  326.0000     61.0000  0.126044E+01  0.305963E+00  0.249277E+00  -.983999E+00
  326.5000     61.0000  0.121856E+01  0.291893E+00  0.238102E+00  -.954048E+00
  327.0000     61.0000  0.118008E+01  0.278848E+00  0.227855E+00  -.925538E+00
  327.5000     61.0000  0.114456E+01  0.266732E+00  0.218447E+00  -.898324E+00
  328.0000     61.0000  0.111169E+01  0.255443E+00  0.209782E+00  -.872295E+00
  328.5000     61.0000  0.108118E+01  0.244900E+00  0.201793E+00  -.847349E+00
  329.0000     61.0000  0.105271E+01  0.235034E+00  0.194414E+00  -.823387E+00
  329.5000     61.0000  0.102611E+01  0.225775E+00  0.187580E+00  -.800343E+00
  330.0000     61.0000  0.100117E+01  0.217081E+00  0.181241E+00  -.778148E+00
  330.5000     61.0000  0.977756E+00  0.208882E+00  0.175334E+00  -.756742E+00
  331.0000     61.0000  0.955687E+00  0.201154E+00  0.169834E+00  -.736073E+00
  331.5000     61.0000  0.934808E+00  0.193856E+00  0.164701E+00  -.716088E+00
  332.0000     61.0000  0.915070E+00  0.186941E+00  0.159885E+00  -.696756E+00
  332.5000     61.0000  0.896326E+00  0.180393E+00  0.155370E+00  -.678032E+00
  333.0000     61.0000  0.878498E+00  0.174177E+00  0.151119E+00  -.659885E+00
  333.5000     61.0000  0.861508E+00  0.168270E+00  0.147113E+00  -.642283E+00
  334.0000     61.0000  0.845308E+00  0.162650E+00  0.143321E+00  -.625204E+00
  334.5000     61.0000  0.829786E+00  0.157288E+00  0.139721E+00  -.608613E+00
  335.0000     61.0000  0.814934E+00  0.152178E+00  0.136306E+00  -.592496E+00
  335.5000     61.0000  0.800679E+00  0.147292E+00  0.133042E+00  -.576829E+00
  336.0000     61.0000  0.786994E+00  0.142625E+00  0.129926E+00  -.561594E+00
  336.5000     61.0000  0.773811E+00  0.138148E+00  0.126939E+00  -.546769E+00
  337.0000     61.0000  0.761111E+00  0.133865E+00  0.124069E+00  -.532341E+00
  337.5000     61.0000  0.748883E+00  0.129756E+00  0.121305E+00  -.518298E+00
  338.0000     61.0000  0.737041E+00  0.125810E+00  0.118639E+00  -.504617E+00
  338.5000     61.0000  0.725616E+00  0.122019E+00  0.116058E+00  -.491294E+00
  339.0000     61.0000  0.714566E+00  0.118371E+00  0.113559E+00  -.478314E+00
  339.5000     61.0000  0.703855E+00  0.114863E+00  0.111131E+00  -.465662E+00
  340.0000     61.0000  0.693462E+00  0.111482E+00  0.108767E+00  -.453329E+00
  340.5000     61.0000  0.683373E+00  0.108224E+00  0.106459E+00  -.441303E+00
  341.0000     61.0000  0.673583E+00  0.105080E+00  0.104206E+00  -.429578E+00
  341.5000     61.0000  0.664077E+00  0.102044E+00  0.102001E+00  -.418145E+00
  342.0000     61.0000  0.654833E+00  0.991150E-01  0.998457E-01  -.406993E+00
  342.5000     61.0000  0.645848E+00  0.962820E-01  0.977295E-01  -.396116E+00
  343.0000     61.0000  0.637109E+00  0.935421E-01  0.956511E-01  -.385505E+00
  343.5000     61.0000  0.628596E+00  0.908892E-01  0.936047E-01  -.375152E+00
  344.0000     61.0000  0.620289E+00  0.883209E-01  0.915906E-01  -.365048E+00
  344.5000     61.0000  0.612185E+00  0.858315E-01  0.896115E-01  -.355187E+00
  345.0000     61.0000  0.604296E+00  0.834189E-01  0.876616E-01  -.345566E+00
  345.5000     61.0000  0.596601E+00  0.810764E-01  0.857353E-01  -.336175E+00
  346.0000     61.0000  0.589057E+00  0.788016E-01  0.838332E-01  -.327004E+00
  346.5000     61.0000  0.581731E+00  0.765955E-01  0.819602E-01  -.318058E+00
  347.0000     61.0000  0.574551E+00  0.744481E-01  0.801067E-01  -.309321E+00
  347.5000     61.0000  0.567533E+00  0.723588E-01  0.782741E-01  -.300790E+00
  348.0000     61.0000  0.560690E+00  0.703268E-01  0.764636E-01  -.292464E+00
  348.5000     61.0000  0.553978E+00  0.683488E-01  0.746724E-01  -.284331E+00
  349.0000     61.0000  0.547419E+00  0.664170E-01  0.728959E-01  -.276390E+00
  349.5000     61.0000  0.541002E+00  0.645372E-01  0.711429E-01  -.268635E+00
  350.0000     61.0000  0.534718E+00  0.627044E-01  0.694093E-01  -.261061E+00
  285.0000     61.5000  0.542744E+00  0.638163E-01  -.703390E-01  -.268566E+00
  285.5000     61.5000  0.548851E+00  0.653354E-01  -.721306E-01  -.275976E+00
  286.0000     61.5000  0.555062E+00  0.668863E-01  -.739561E-01  -.283568E+00
  286.5000     61.5000  0.561466E+00  0.684684E-01  -.758150E-01  -.291363E+00
  287.0000     61.5000  0.567980E+00  0.700893E-01  -.777174E-01  -.299353E+00
  287.5000     61.5000  0.574666E+00  0.717389E-01  -.796481E-01  -.307554E+00
  288.0000     61.5000  0.581551E+00  0.734309E-01  -.816280E-01  -.315978E+00
  288.5000     61.5000  0.588605E+00  0.751691E-01  -.836618E-01  -.324627E+00
  289.0000     61.5000  0.595833E+00  0.769514E-01  -.857463E-01  -.333509E+00
  289.5000     61.5000  0.603266E+00  0.787808E-01  -.878851E-01  -.342638E+00
  290.0000     61.5000  0.610889E+00  0.806630E-01  -.900854E-01  -.352020E+00
  290.5000     61.5000  0.618752E+00  0.826054E-01  -.923594E-01  -.361671E+00
  291.0000     61.5000  0.626892E+00  0.846061E-01  -.947090E-01  -.371607E+00
  291.5000     61.5000  0.635266E+00  0.866676E-01  -.971303E-01  -.381831E+00
  292.0000     61.5000  0.643891E+00  0.888073E-01  -.996526E-01  -.392357E+00
  292.5000     61.5000  0.652879E+00  0.910198E-01  -.102270E+00  -.403214E+00
  293.0000     61.5000  0.662102E+00  0.933168E-01  -.104999E+00  -.414393E+00
  293.5000     61.5000  0.671746E+00  0.956983E-01  -.107841E+00  -.425938E+00
  294.0000     61.5000  0.681737E+00  0.981843E-01  -.110828E+00  -.437850E+00
  294.5000     61.5000  0.692116E+00  0.100775E+00  -.113958E+00  -.450152E+00
  295.0000     61.5000  0.702944E+00  0.103479E+00  -.117249E+00  -.462868E+00
  295.5000     61.5000  0.714239E+00  0.106311E+00  -.120725E+00  -.476019E+00
  296.0000     61.5000  0.726074E+00  0.109281E+00  -.124401E+00  -.489635E+00
  296.5000     61.5000  0.738487E+00  0.112406E+00  -.128303E+00  -.503743E+00
  297.0000     61.5000  0.751540E+00  0.115695E+00  -.132451E+00  -.518373E+00
  297.5000     61.5000  0.765266E+00  0.119169E+00  -.136878E+00  -.533555E+00
  298.0000     61.5000  0.779752E+00  0.122848E+00  -.141611E+00  -.549327E+00
  298.5000     61.5000  0.795089E+00  0.126754E+00  -.146693E+00  -.565734E+00
  299.0000     61.5000  0.811393E+00  0.130910E+00  -.152156E+00  -.582825E+00
  299.5000     61.5000  0.828741E+00  0.135346E+00  -.158043E+00  -.600644E+00
  300.0000     61.5000  0.847266E+00  0.140097E+00  -.164406E+00  -.619251E+00
  300.5000     61.5000  0.867108E+00  0.145201E+00  -.171304E+00  -.638709E+00
  301.0000     61.5000  0.888438E+00  0.150698E+00  -.178789E+00  -.659093E+00
  301.5000     61.5000  0.911464E+00  0.156644E+00  -.186930E+00  -.680485E+00
  302.0000     61.5000  0.936406E+00  0.163103E+00  -.195826E+00  -.702980E+00
  302.5000     61.5000  0.963458E+00  0.170138E+00  -.205531E+00  -.726673E+00
  303.0000     61.5000  0.992943E+00  0.177837E+00  -.216141E+00  -.751690E+00
  303.5000     61.5000  0.102534E+01  0.186303E+00  -.227775E+00  -.778189E+00
  304.0000     61.5000  0.106091E+01  0.195647E+00  -.240548E+00  -.806310E+00
  304.5000     61.5000  0.110018E+01  0.206017E+00  -.254569E+00  -.836248E+00
  305.0000     61.5000  0.114379E+01  0.217581E+00  -.269989E+00  -.868230E+00
  305.5000     61.5000  0.119240E+01  0.230535E+00  -.286947E+00  -.902513E+00
  306.0000     61.5000  0.124679E+01  0.245123E+00  -.305591E+00  -.939397E+00
  306.5000     61.5000  0.130805E+01  0.261650E+00  -.326048E+00  -.979262E+00
  307.0000     61.5000  0.137730E+01  0.280438E+00  -.348441E+00  -.102253E+01
  307.5000     61.5000  0.145595E+01  0.301877E+00  -.372808E+00  -.106971E+01
  308.0000     61.5000  0.154569E+01  0.326328E+00  -.399084E+00  -.112140E+01
  308.5000     61.5000  0.164837E+01  0.353954E+00  -.427040E+00  -.117827E+01
  309.0000     61.5000  0.176599E+01  0.384404E+00  -.456349E+00  -.124103E+01
  309.5000     61.5000  0.190119E+01  0.416377E+00  -.487130E+00  -.131061E+01
  310.0000     61.5000  0.205841E+01  0.447711E+00  -.520930E+00  -.138868E+01
  310.5000     61.5000  0.224780E+01  0.475833E+00  -.561160E+00  -.147919E+01
  311.0000     61.5000  0.249369E+01  0.498190E+00  -.613225E+00  -.159221E+01
  311.5000     61.5000  0.290260E+01  0.525259E+00  -.704828E+00  -.176381E+01
  312.0000     61.5000  0.469914E+01  0.603950E+00  -.835374E+00  -.221206E+01
  312.5000     61.5000  0.480006E+01  0.456949E+00  -.469287E+00  -.233589E+01
  313.0000     61.5000  0.458454E+01  0.359973E+00  -.361500E+00  -.230681E+01
  313.5000     61.5000  0.357886E+01  0.293666E+00  -.313939E+00  -.209963E+01
  314.0000     61.5000  0.364606E+01  0.385158E+00  -.614021E+00  -.212157E+01
  314.5000     61.5000  0.387274E+01  0.392125E+00  -.731055E+00  -.224649E+01
  315.0000     61.5000  0.479496E+01  0.181920E+00  -.913368E+00  -.255231E+01
  315.5000     61.5000  0.553537E+01  0.283724E+00  -.809626E+00  -.285462E+01
  316.0000     61.5000  0.703151E+01  0.407473E+00  -.855408E+00  -.331578E+01
  316.5000     61.5000  0.966800E+01  0.827231E+00  -.425249E+00  -.395604E+01
  317.0000     61.5000  0.102987E+02  0.826318E+00  0.275352E+00  -.407969E+01
  317.5000     61.5000  0.657803E+01  0.102461E+01  0.124025E+01  -.320939E+01
  318.0000     61.5000  0.477209E+01  0.986750E+00  0.102463E+01  -.260164E+01
  318.5000     61.5000  0.398183E+01  0.876778E+00  0.927658E+00  -.228218E+01
  319.0000     61.5000  0.344514E+01  0.786033E+00  0.826596E+00  -.206465E+01
  319.5000     61.5000  0.305151E+01  0.714273E+00  0.735767E+00  -.190215E+01
  320.0000     61.5000  0.274929E+01  0.656398E+00  0.659669E+00  -.177389E+01
  320.5000     61.5000  0.250899E+01  0.608296E+00  0.596889E+00  -.166854E+01
  321.0000     61.5000  0.231267E+01  0.567002E+00  0.544783E+00  -.157937E+01
  321.5000     61.5000  0.214863E+01  0.530720E+00  0.500902E+00  -.150207E+01
  322.0000     61.5000  0.200932E+01  0.498342E+00  0.463439E+00  -.143386E+01
  322.5000     61.5000  0.188925E+01  0.469122E+00  0.430957E+00  -.137275E+01
  323.0000     61.5000  0.178462E+01  0.442627E+00  0.402461E+00  -.131737E+01
  323.5000     61.5000  0.169246E+01  0.418461E+00  0.377229E+00  -.126670E+01
  324.0000     61.5000  0.161082E+01  0.396328E+00  0.354707E+00  -.121998E+01
  324.5000     61.5000  0.153792E+01  0.375993E+00  0.334492E+00  -.117663E+01
  325.0000     61.5000  0.147236E+01  0.357298E+00  0.316262E+00  -.113616E+01
  325.5000     61.5000  0.141319E+01  0.340007E+00  0.299765E+00  -.109821E+01
  326.0000     61.5000  0.135948E+01  0.324010E+00  0.284776E+00  -.106247E+01
  326.5000     61.5000  0.131051E+01  0.309159E+00  0.271120E+00  -.102868E+01
  327.0000     61.5000  0.126566E+01  0.295344E+00  0.258660E+00  -.996648E+00
  327.5000     61.5000  0.122446E+01  0.282460E+00  0.247248E+00  -.966184E+00
  328.0000     61.5000  0.118643E+01  0.270423E+00  0.236778E+00  -.937134E+00
  328.5000     61.5000  0.115120E+01  0.259149E+00  0.227150E+00  -.909372E+00
  329.0000     61.5000  0.111851E+01  0.248575E+00  0.218276E+00  -.882792E+00
  329.5000     61.5000  0.108804E+01  0.238634E+00  0.210082E+00  -.857292E+00
  330.0000     61.5000  0.105957E+01  0.229283E+00  0.202491E+00  -.832790E+00
  330.5000     61.5000  0.103289E+01  0.220461E+00  0.195454E+00  -.809212E+00
  331.0000     61.5000  0.100782E+01  0.212129E+00  0.188902E+00  -.786495E+00
  331.5000     61.5000  0.984176E+00  0.204260E+00  0.182797E+00  -.764573E+00
  332.0000     61.5000  0.961889E+00  0.196804E+00  0.177098E+00  -.743409E+00
  332.5000     61.5000  0.940788E+00  0.189733E+00  0.171755E+00  -.722948E+00
  333.0000     61.5000  0.920760E+00  0.183022E+00  0.166737E+00  -.703148E+00
  333.5000     61.5000  0.901738E+00  0.176645E+00  0.162021E+00  -.683978E+00
  334.0000     61.5000  0.883643E+00  0.170578E+00  0.157567E+00  -.665404E+00
  334.5000     61.5000  0.866366E+00  0.164797E+00  0.153351E+00  -.647391E+00
  335.0000     61.5000  0.849885E+00  0.159283E+00  0.149362E+00  -.629919E+00
  335.5000     61.5000  0.834058E+00  0.154029E+00  0.145568E+00  -.612949E+00
  336.0000     61.5000  0.818896E+00  0.148995E+00  0.141948E+00  -.596468E+00
  336.5000     61.5000  0.804361E+00  0.144190E+00  0.138483E+00  -.580457E+00
  337.0000     61.5000  0.790403E+00  0.139585E+00  0.135168E+00  -.564895E+00
  337.5000     61.5000  0.776974E+00  0.135174E+00  0.131985E+00  -.549764E+00
  338.0000     61.5000  0.764010E+00  0.130948E+00  0.128924E+00  -.535041E+00
  338.5000     61.5000  0.751510E+00  0.126893E+00  0.125973E+00  -.520715E+00
  339.0000     61.5000  0.739434E+00  0.122996E+00  0.123120E+00  -.506771E+00
  339.5000     61.5000  0.727794E+00  0.119255E+00  0.120362E+00  -.493202E+00
  340.0000     61.5000  0.716508E+00  0.115656E+00  0.117683E+00  -.479985E+00
  340.5000     61.5000  0.705608E+00  0.112193E+00  0.115077E+00  -.467116E+00
  341.0000     61.5000  0.695020E+00  0.108858E+00  0.112536E+00  -.454577E+00
  341.5000     61.5000  0.684739E+00  0.105643E+00  0.110061E+00  -.442358E+00
  342.0000     61.5000  0.674794E+00  0.102549E+00  0.107650E+00  -.430456E+00
  342.5000     61.5000  0.665135E+00  0.995588E-01  0.105284E+00  -.418856E+00
  343.0000     61.5000  0.655719E+00  0.966771E-01  0.102972E+00  -.407546E+00
  343.5000     61.5000  0.646600E+00  0.938906E-01  0.100706E+00  -.396526E+00
  344.0000     61.5000  0.637727E+00  0.912015E-01  0.984821E-01  -.385782E+00
  344.5000     61.5000  0.629071E+00  0.885985E-01  0.962978E-01  -.375303E+00
  345.0000     61.5000  0.620657E+00  0.860823E-01  0.941526E-01  -.365087E+00
  345.5000     61.5000  0.612444E+00  0.836405E-01  0.920351E-01  -.355122E+00
  346.0000     61.5000  0.604473E+00  0.812806E-01  0.899598E-01  -.345409E+00
  346.5000     61.5000  0.596678E+00  0.789952E-01  0.879188E-01  -.335931E+00
  347.0000     61.5000  0.589065E+00  0.767760E-01  0.859034E-01  -.326684E+00
  347.5000     61.5000  0.581660E+00  0.746198E-01  0.839134E-01  -.317668E+00
  348.0000     61.5000  0.574423E+00  0.725268E-01  0.819530E-01  -.308869E+00
  348.5000     61.5000  0.567347E+00  0.704926E-01  0.800164E-01  -.300283E+00
  349.0000     61.5000  0.560421E+00  0.685148E-01  0.781061E-01  -.291903E+00
  349.5000     61.5000  0.553674E+00  0.665890E-01  0.762237E-01  -.283728E+00
  350.0000     61.5000  0.547087E+00  0.647142E-01  0.743589E-01  -.275752E+00
  285.0000     62.0000  0.554501E+00  0.655437E-01  -.746884E-01  -.282783E+00
  285.5000     62.0000  0.560841E+00  0.670544E-01  -.765718E-01  -.290516E+00
  286.0000     62.0000  0.567332E+00  0.685950E-01  -.784922E-01  -.298447E+00
  286.5000     62.0000  0.573959E+00  0.701724E-01  -.804567E-01  -.306582E+00
  287.0000     62.0000  0.580767E+00  0.717804E-01  -.824617E-01  -.314933E+00
  287.5000     62.0000  0.587748E+00  0.734265E-01  -.845113E-01  -.323507E+00
  288.0000     62.0000  0.594916E+00  0.751158E-01  -.866191E-01  -.332312E+00
  288.5000     62.0000  0.602260E+00  0.768420E-01  -.887712E-01  -.341356E+00
  289.0000     62.0000  0.609849E+00  0.786157E-01  -.909879E-01  -.350657E+00
  289.5000     62.0000  0.617628E+00  0.804432E-01  -.932783E-01  -.360215E+00
  290.0000     62.0000  0.625621E+00  0.823199E-01  -.956311E-01  -.370043E+00
  290.5000     62.0000  0.633878E+00  0.842503E-01  -.980611E-01  -.380158E+00
  291.0000     62.0000  0.642408E+00  0.862455E-01  -.100583E+00  -.390574E+00
  291.5000     62.0000  0.651213E+00  0.883019E-01  -.103192E+00  -.401300E+00
  292.0000     62.0000  0.660321E+00  0.904318E-01  -.105908E+00  -.412353E+00
  292.5000     62.0000  0.669773E+00  0.926395E-01  -.108741E+00  -.423752E+00
  293.0000     62.0000  0.679575E+00  0.949210E-01  -.111686E+00  -.435512E+00
  293.5000     62.0000  0.689712E+00  0.972982E-01  -.114781E+00  -.447643E+00
  294.0000     62.0000  0.700314E+00  0.997739E-01  -.118034E+00  -.460182E+00
  294.5000     62.0000  0.711309E+00  0.102344E+00  -.121437E+00  -.473134E+00
  295.0000     62.0000  0.722843E+00  0.105038E+00  -.125049E+00  -.486540E+00
  295.5000     62.0000  0.734844E+00  0.107844E+00  -.128848E+00  -.500407E+00
  296.0000     62.0000  0.747483E+00  0.110791E+00  -.132893E+00  -.514783E+00
  296.5000     62.0000  0.760735E+00  0.113885E+00  -.137196E+00  -.529686E+00
  297.0000     62.0000  0.774666E+00  0.117138E+00  -.141784E+00  -.545151E+00
  297.5000     62.0000  0.789386E+00  0.120563E+00  -.146684E+00  -.561221E+00
  298.0000     62.0000  0.804965E+00  0.124185E+00  -.151944E+00  -.577937E+00
  298.5000     62.0000  0.821482E+00  0.128018E+00  -.157599E+00  -.595343E+00
  299.0000     62.0000  0.839082E+00  0.132087E+00  -.163699E+00  -.613498E+00
  299.5000     62.0000  0.857869E+00  0.136416E+00  -.170296E+00  -.632455E+00
  300.0000     62.0000  0.877980E+00  0.141038E+00  -.177446E+00  -.652280E+00
  300.5000     62.0000  0.899588E+00  0.145985E+00  -.185222E+00  -.673049E+00
  301.0000     62.0000  0.922878E+00  0.151293E+00  -.193693E+00  -.694844E+00
  301.5000     62.0000  0.948099E+00  0.157018E+00  -.202956E+00  -.717767E+00
  302.0000     62.0000  0.975504E+00  0.163212E+00  -.213106E+00  -.741927E+00
  302.5000     62.0000  0.100541E+01  0.169936E+00  -.224244E+00  -.767455E+00
  303.0000     62.0000  0.103820E+01  0.177277E+00  -.236504E+00  -.794499E+00
  303.5000     62.0000  0.107430E+01  0.185321E+00  -.250030E+00  -.823234E+00
  304.0000     62.0000  0.111427E+01  0.194194E+00  -.264983E+00  -.853875E+00
  304.5000     62.0000  0.115870E+01  0.204027E+00  -.281545E+00  -.886658E+00
  305.0000     62.0000  0.120840E+01  0.214996E+00  -.299942E+00  -.921885E+00
  305.5000     62.0000  0.126422E+01  0.227316E+00  -.320374E+00  -.959903E+00
  306.0000     62.0000  0.132758E+01  0.241272E+00  -.343149E+00  -.100119E+01
  306.5000     62.0000  0.139973E+01  0.257199E+00  -.368593E+00  -.104627E+01
  307.0000     62.0000  0.148267E+01  0.275587E+00  -.396970E+00  -.109586E+01
  307.5000     62.0000  0.157900E+01  0.297111E+00  -.428627E+00  -.115092E+01
  308.0000     62.0000  0.169209E+01  0.322752E+00  -.463681E+00  -.121270E+01
  308.5000     62.0000  0.182628E+01  0.353936E+00  -.501519E+00  -.128286E+01
  309.0000     62.0000  0.198655E+01  0.392096E+00  -.539468E+00  -.136329E+01
  309.5000     62.0000  0.217461E+01  0.435788E+00  -.570982E+00  -.145472E+01
  310.0000     62.0000  0.238333E+01  0.473816E+00  -.590077E+00  -.155422E+01
  310.5000     62.0000  0.261221E+01  0.492660E+00  -.605156E+00  -.166176E+01
  311.0000     62.0000  0.291814E+01  0.500368E+00  -.630034E+00  -.179559E+01
  311.5000     62.0000  0.353421E+01  0.479670E+00  -.595705E+00  -.198765E+01
  312.0000     62.0000  0.369388E+01  0.331516E+00  -.446505E+00  -.207113E+01
  312.5000     62.0000  0.364562E+01  0.211203E+00  -.419618E+00  -.208451E+01
  313.0000     62.0000  0.340244E+01  0.221254E+00  -.440926E+00  -.204732E+01
  313.5000     62.0000  0.314360E+01  0.278326E+00  -.460142E+00  -.200624E+01
  314.0000     62.0000  0.334433E+01  0.348138E+00  -.702215E+00  -.208109E+01
  314.5000     62.0000  0.372839E+01  0.410640E+00  -.824343E+00  -.223250E+01
  315.0000     62.0000  0.410104E+01  0.525558E+00  -.102153E+01  -.242461E+01
  315.5000     62.0000  0.501658E+01  0.702992E+00  -.114603E+01  -.278277E+01
  316.0000     62.0000  0.668162E+01  0.848871E+00  -.115824E+01  -.335413E+01
  316.5000     62.0000  0.881920E+01  0.100250E+01  -.777781E+00  -.403705E+01
  317.0000     62.0000  0.112201E+02  0.101496E+01  0.343668E+00  -.456436E+01
  317.5000     62.0000  0.895756E+01  0.933609E+00  0.128321E+01  -.395375E+01
  318.0000     62.0000  0.580240E+01  0.797295E+00  0.131045E+01  -.304615E+01
  318.5000     62.0000  0.463927E+01  0.745810E+00  0.111676E+01  -.259165E+01
  319.0000     62.0000  0.395256E+01  0.704828E+00  0.972689E+00  -.231435E+01
  319.5000     62.0000  0.347046E+01  0.670704E+00  0.855064E+00  -.211712E+01
  320.0000     62.0000  0.310850E+01  0.638505E+00  0.762253E+00  -.196525E+01
  320.5000     62.0000  0.282350E+01  0.606736E+00  0.688369E+00  -.184198E+01
  321.0000     62.0000  0.259136E+01  0.575482E+00  0.627940E+00  -.173822E+01
  321.5000     62.0000  0.239776E+01  0.545152E+00  0.577265E+00  -.164860E+01
  322.0000     62.0000  0.223314E+01  0.516158E+00  0.533791E+00  -.156967E+01
  322.5000     62.0000  0.209135E+01  0.488791E+00  0.495850E+00  -.149918E+01
  323.0000     62.0000  0.196784E+01  0.463125E+00  0.462366E+00  -.143550E+01
  323.5000     62.0000  0.185943E+01  0.439203E+00  0.432574E+00  -.137746E+01
  324.0000     62.0000  0.176346E+01  0.416973E+00  0.405898E+00  -.132415E+01
  324.5000     62.0000  0.167791E+01  0.396335E+00  0.381938E+00  -.127485E+01
  325.0000     62.0000  0.160128E+01  0.377144E+00  0.360306E+00  -.122902E+01
  325.5000     62.0000  0.153226E+01  0.359307E+00  0.340722E+00  -.118619E+01
  326.0000     62.0000  0.146973E+01  0.342666E+00  0.322959E+00  -.114599E+01
  326.5000     62.0000  0.141291E+01  0.327146E+00  0.306803E+00  -.110812E+01
  327.0000     62.0000  0.136097E+01  0.312616E+00  0.292054E+00  -.107231E+01
  327.5000     62.0000  0.131336E+01  0.299025E+00  0.278578E+00  -.103835E+01
  328.0000     62.0000  0.126956E+01  0.286264E+00  0.266224E+00  -.100607E+01
  328.5000     62.0000  0.122904E+01  0.274273E+00  0.254875E+00  -.975277E+00
  329.0000     62.0000  0.119157E+01  0.262975E+00  0.244419E+00  -.945875E+00
  329.5000     62.0000  0.115673E+01  0.252349E+00  0.234778E+00  -.917730E+00
  330.0000     62.0000  0.112425E+01  0.242313E+00  0.225859E+00  -.890742E+00
  330.5000     62.0000  0.109385E+01  0.232833E+00  0.217591E+00  -.864817E+00
  331.0000     62.0000  0.106534E+01  0.223866E+00  0.209909E+00  -.839883E+00
  331.5000     62.0000  0.103858E+01  0.215380E+00  0.202746E+00  -.815876E+00
  332.0000     62.0000  0.101337E+01  0.207335E+00  0.196062E+00  -.792729E+00
  332.5000     62.0000  0.989575E+00  0.199704E+00  0.189814E+00  -.770391E+00
  333.0000     62.0000  0.967047E+00  0.192454E+00  0.183948E+00  -.748810E+00
  333.5000     62.0000  0.945720E+00  0.185568E+00  0.178441E+00  -.727948E+00
  334.0000     62.0000  0.925439E+00  0.179010E+00  0.173256E+00  -.707757E+00
  334.5000     62.0000  0.906148E+00  0.172764E+00  0.168357E+00  -.688208E+00
  335.0000     62.0000  0.887762E+00  0.166813E+00  0.163727E+00  -.669266E+00
  335.5000     62.0000  0.870238E+00  0.161131E+00  0.159330E+00  -.650906E+00
  336.0000     62.0000  0.853462E+00  0.155711E+00  0.155141E+00  -.633093E+00
  336.5000     62.0000  0.837385E+00  0.150518E+00  0.151143E+00  -.615804E+00
  337.0000     62.0000  0.821940E+00  0.145564E+00  0.147331E+00  -.599013E+00
  337.5000     62.0000  0.807126E+00  0.140820E+00  0.143685E+00  -.582706E+00
  338.0000     62.0000  0.792920E+00  0.136280E+00  0.140180E+00  -.566867E+00
  338.5000     62.0000  0.779223E+00  0.131924E+00  0.136802E+00  -.551468E+00
  339.0000     62.0000  0.766015E+00  0.127749E+00  0.133557E+00  -.536495E+00
  339.5000     62.0000  0.753290E+00  0.123742E+00  0.130413E+00  -.521935E+00
  340.0000     62.0000  0.741021E+00  0.119895E+00  0.127369E+00  -.507774E+00
  340.5000     62.0000  0.729152E+00  0.116205E+00  0.124428E+00  -.493994E+00
  341.0000     62.0000  0.717676E+00  0.112657E+00  0.121569E+00  -.480584E+00
  341.5000     62.0000  0.706546E+00  0.109245E+00  0.118786E+00  -.467528E+00
  342.0000     62.0000  0.695796E+00  0.105961E+00  0.116075E+00  -.454823E+00
  342.5000     62.0000  0.685363E+00  0.102801E+00  0.113433E+00  -.442450E+00
  343.0000     62.0000  0.675273E+00  0.997583E-01  0.110853E+00  -.430406E+00
  343.5000     62.0000  0.665469E+00  0.968279E-01  0.108336E+00  -.418675E+00
  344.0000     62.0000  0.655918E+00  0.939993E-01  0.105868E+00  -.407243E+00
  344.5000     62.0000  0.646686E+00  0.912720E-01  0.103452E+00  -.396114E+00
  345.0000     62.0000  0.637691E+00  0.886412E-01  0.101087E+00  -.385268E+00
  345.5000     62.0000  0.628941E+00  0.860993E-01  0.987650E-01  -.374700E+00
