    n                h'                l'                k'
          0 -0.2160000000D+00  0.0000000000D+00  0.0000000000D+00
          1 -0.1287113417D+01 -0.8954959820D+00 -0.1000000000D+01
          2 -0.9945870427D+00  0.2411249876D-01 -0.3057703326D+00
          3 -0.1054653470D+01  0.7085479365D-01 -0.1962723430D+00
          4 -0.1057783425D+01  0.5958733895D-01 -0.1337905121D+00
          5 -0.1091185865D+01  0.4702631307D-01 -0.1047617639D+00
          6 -0.1149254352D+01  0.3940806542D-01 -0.9034967535D-01
          7 -0.1218362909D+01  0.3499403939D-01 -0.8205732013D-01
          8 -0.1290474291D+01  0.3225125935D-01 -0.7652356373D-01
          9 -0.1361848057D+01  0.3038563193D-01 -0.7239289491D-01
         10 -0.1430981763D+01  0.2902259001D-01 -0.6907768469D-01
         11 -0.1497377457D+01  0.2798156013D-01 -0.6629382112D-01
         12 -0.1560934855D+01  0.2716367078D-01 -0.6388475057D-01
         13 -0.1621715593D+01  0.2650554045D-01 -0.6175536122D-01
         14 -0.1679770379D+01  0.2596800569D-01 -0.5983856019D-01
         15 -0.1735198310D+01  0.2551661917D-01 -0.5808965155D-01
         16 -0.1788088249D+01  0.2512667371D-01 -0.5647488823D-01
         17 -0.1838448069D+01  0.2478452380D-01 -0.5496610314D-01
         18 -0.1886440474D+01  0.2447083426D-01 -0.5354901315D-01
         19 -0.1932084480D+01  0.2417919471D-01 -0.5220607051D-01
         20 -0.1975465902D+01  0.2389862142D-01 -0.5092726303D-01
         21 -0.2016677975D+01  0.2362510597D-01 -0.4970406011D-01
         22 -0.2055800328D+01  0.2335504488D-01 -0.4853059813D-01
         23 -0.2092911079D+01  0.2308664225D-01 -0.4740132374D-01
         24 -0.2128152865D+01  0.2281672671D-01 -0.4631386954D-01
         25 -0.2161524726D+01  0.2254486326D-01 -0.4526257393D-01
         26 -0.2193197725D+01  0.2227090304D-01 -0.4424709694D-01
         27 -0.2223233858D+01  0.2199506362D-01 -0.4326515094D-01
         28 -0.2251723710D+01  0.2171768906D-01 -0.4231416668D-01
         29 -0.2278768719D+01  0.2143842834D-01 -0.4139397501D-01
         30 -0.2304458134D+01  0.2115780855D-01 -0.4050331923D-01
         31 -0.2328863860D+01  0.2087703988D-01 -0.3964052812D-01
         32 -0.2352075825D+01  0.2059646974D-01 -0.3880510746D-01
         33 -0.2374165068D+01  0.2031655277D-01 -0.3799599381D-01
         34 -0.2395210187D+01  0.2003742405D-01 -0.3721238754D-01
         35 -0.2415240628D+01  0.1976097452D-01 -0.3645245192D-01
         36 -0.2434373235D+01  0.1948657808D-01 -0.3571687255D-01
         37 -0.2452661588D+01  0.1921474778D-01 -0.3500454563D-01
         38 -0.2470138749D+01  0.1894586598D-01 -0.3431422677D-01
         39 -0.2486868109D+01  0.1868046254D-01 -0.3364526050D-01
         40 -0.2502887480D+01  0.1841881710D-01 -0.3299702283D-01
         41 -0.2518286621D+01  0.1816080533D-01 -0.3236934909D-01
         42 -0.2533067076D+01  0.1790680733D-01 -0.3176084492D-01
         43 -0.2547293305D+01  0.1765639719D-01 -0.3117147502D-01
         44 -0.2560947326D+01  0.1741163957D-01 -0.3059953091D-01
         45 -0.2574129945D+01  0.1716909588D-01 -0.3004505482D-01
         46 -0.2586883547D+01  0.1693192119D-01 -0.2950810938D-01
         47 -0.2599184804D+01  0.1669911498D-01 -0.2898717545D-01
         48 -0.2611078571D+01  0.1647074835D-01 -0.2848178122D-01
         49 -0.2622557371D+01  0.1624683135D-01 -0.2799082378D-01
         50 -0.2633748552D+01  0.1602642623D-01 -0.2751535693D-01
         51 -0.2644570657D+01  0.1581166471D-01 -0.2705353552D-01
         52 -0.2655084375D+01  0.1560113910D-01 -0.2660516486D-01
         53 -0.2665300638D+01  0.1539499186D-01 -0.2616968989D-01
         54 -0.2675257227D+01  0.1519398761D-01 -0.2574703406D-01
         55 -0.2684929108D+01  0.1499612365D-01 -0.2533583590D-01
         56 -0.2694376846D+01  0.1480232046D-01 -0.2493677291D-01
         57 -0.2703592275D+01  0.1461261792D-01 -0.2454879404D-01
         58 -0.2712606172D+01  0.1442544160D-01 -0.2417198902D-01
         59 -0.2721414366D+01  0.1424317641D-01 -0.2380554528D-01
         60 -0.2730018939D+01  0.1406510266D-01 -0.2344876526D-01
         61 -0.2738442470D+01  0.1389052977D-01 -0.2310165440D-01
         62 -0.2746716891D+01  0.1371874643D-01 -0.2276428465D-01
         63 -0.2754802461D+01  0.1355178392D-01 -0.2243555265D-01
         64 -0.2762755040D+01  0.1338760537D-01 -0.2211578503D-01
         65 -0.2770568167D+01  0.1322674944D-01 -0.2180450065D-01
         66 -0.2778228535D+01  0.1306936392D-01 -0.2150092606D-01
         67 -0.2785769294D+01  0.1291502051D-01 -0.2120538238D-01
         68 -0.2793183919D+01  0.1276371147D-01 -0.2091730207D-01
         69 -0.2800490042D+01  0.1261545720D-01 -0.2063668146D-01
         70 -0.2807681859D+01  0.1247020891D-01 -0.2036299072D-01
         71 -0.2814769974D+01  0.1232785805D-01 -0.2009612930D-01
         72 -0.2821758667D+01  0.1218831239D-01 -0.1983584550D-01
         73 -0.2828651912D+01  0.1205147051D-01 -0.1958190080D-01
         74 -0.2835455825D+01  0.1191727520D-01 -0.1933409488D-01
         75 -0.2842176357D+01  0.1178566123D-01 -0.1909229173D-01
         76 -0.2848814236D+01  0.1165653464D-01 -0.1885621362D-01
         77 -0.2855378479D+01  0.1152990060D-01 -0.1862574552D-01
         78 -0.2861864444D+01  0.1140561439D-01 -0.1840060285D-01
         79 -0.2868282901D+01  0.1128367526D-01 -0.1818072791D-01
         80 -0.2874633810D+01  0.1116400702D-01 -0.1796589474D-01
         81 -0.2880918448D+01  0.1104656139D-01 -0.1775591294D-01
         82 -0.2887146555D+01  0.1093122769D-01 -0.1755077765D-01
         83 -0.2893313686D+01  0.1081802755D-01 -0.1735017620D-01
         84 -0.2899423889D+01  0.1070686441D-01 -0.1715401806D-01
         85 -0.2905482952D+01  0.1059771950D-01 -0.1696221483D-01
         86 -0.2911490128D+01  0.1049049015D-01 -0.1677459799D-01
         87 -0.2917446944D+01  0.1038515088D-01 -0.1659101897D-01
         88 -0.2923356052D+01  0.1028163422D-01 -0.1641136624D-01
         89 -0.2929228589D+01  0.1017995981D-01 -0.1623566621D-01
         90 -0.2935055359D+01  0.1008004270D-01 -0.1606362829D-01
         91 -0.2940837298D+01  0.9981812616D-02 -0.1589516941D-01
         92 -0.2946581895D+01  0.9885278606D-02 -0.1573023130D-01
         93 -0.2952291867D+01  0.9790389616D-02 -0.1556873269D-01
         94 -0.2957956745D+01  0.9697045242D-02 -0.1541044330D-01
         95 -0.2963595800D+01  0.9605295471D-02 -0.1525547679D-01
         96 -0.2969199273D+01  0.9515044421D-02 -0.1510360946D-01
         97 -0.2974774535D+01  0.9426263454D-02 -0.1495481225D-01
         98 -0.2980309676D+01  0.9339024495D-02 -0.1480889454D-01
         99 -0.2985825474D+01  0.9253105835D-02 -0.1466595311D-01
        100 -0.2991305419D+01  0.9168619236D-02 -0.1452571686D-01
        101 -0.2996767007D+01  0.9085438653D-02 -0.1438831722D-01
        102 -0.3002195783D+01  0.9003626988D-02 -0.1425347945D-01
        103 -0.3007604564D+01  0.8923047633D-02 -0.1412128824D-01
        104 -0.3012984157D+01  0.8843812851D-02 -0.1399155215D-01
        105 -0.3018343894D+01  0.8765768968D-02 -0.1386430043D-01
        106 -0.3023674123D+01  0.8689007513D-02 -0.1373934843D-01
        107 -0.3028997579D+01  0.8613282789D-02 -0.1361688839D-01
        108 -0.3034293829D+01  0.8538785067D-02 -0.1349661710D-01
        109 -0.3039568388D+01  0.8465425369D-02 -0.1337853240D-01
        110 -0.3044812729D+01  0.8393465670D-02 -0.1326247718D-01
        111 -0.3050063440D+01  0.8322064664D-02 -0.1314879330D-01
        112 -0.3055283667D+01  0.8251895569D-02 -0.1303701417D-01
        113 -0.3060491252D+01  0.8182851929D-02 -0.1292727472D-01
        114 -0.3065650295D+01  0.8115341266D-02 -0.1281916571D-01
        115 -0.3070880579D+01  0.8047182787D-02 -0.1271382547D-01
        116 -0.3076040892D+01  0.7981631513D-02 -0.1260977308D-01
        117 -0.3081197000D+01  0.7915680288D-02 -0.1250759345D-01
        118 -0.3086285673D+01  0.7852329446D-02 -0.1240674925D-01
        119 -0.3091404255D+01  0.7789102228D-02 -0.1230801326D-01
        120 -0.3096511619D+01  0.7726732297D-02 -0.1221098060D-01
        121 -0.3101600203D+01  0.7665280093D-02 -0.1211553143D-01
        122 -0.3106682865D+01  0.7604662047D-02 -0.1202174850D-01
        123 -0.3111753765D+01  0.7544904284D-02 -0.1192953483D-01
        124 -0.3116809189D+01  0.7485973847D-02 -0.1183881620D-01
        125 -0.3121858886D+01  0.7427878706D-02 -0.1174964381D-01
        126 -0.3126895783D+01  0.7370574826D-02 -0.1166191548D-01
        127 -0.3131922545D+01  0.7314066668D-02 -0.1157561754D-01
        128 -0.3136941665D+01  0.7258329636D-02 -0.1149074009D-01
        129 -0.3141951224D+01  0.7203345486D-02 -0.1140723078D-01
        130 -0.3146951844D+01  0.7149110122D-02 -0.1132506059D-01
        131 -0.3151945365D+01  0.7095590143D-02 -0.1124421586D-01
        132 -0.3156929548D+01  0.7042799916D-02 -0.1116464409D-01
        133 -0.3161906220D+01  0.6990691191D-02 -0.1108633131D-01
        134 -0.3166876242D+01  0.6939313182D-02 -0.1100925433D-01
        135 -0.3171838402D+01  0.6888590561D-02 -0.1093337652D-01
        136 -0.3176793912D+01  0.6838540252D-02 -0.1085867851D-01
        137 -0.3181742344D+01  0.6789149943D-02 -0.1078513058D-01
        138 -0.3186685982D+01  0.6740388091D-02 -0.1071272691D-01
        139 -0.3191619989D+01  0.6692254528D-02 -0.1064139970D-01
        140 -0.3196544437D+01  0.6644875809D-02 -0.1057112430D-01
        141 -0.3201476214D+01  0.6597887682D-02 -0.1050201662D-01
        142 -0.3206398870D+01  0.6551604887D-02 -0.1043391751D-01
        143 -0.3211309725D+01  0.6505913745D-02 -0.1036678606D-01
        144 -0.3216218750D+01  0.6460809494D-02 -0.1030067613D-01
        145 -0.3221143963D+01  0.6416316706D-02 -0.1023570018D-01
        146 -0.3226024232D+01  0.6372280030D-02 -0.1017138463D-01
        147 -0.3230916458D+01  0.6328854781D-02 -0.1010813017D-01
        148 -0.3235804118D+01  0.6286015002D-02 -0.1004579449D-01
        149 -0.3240693304D+01  0.6243639100D-02 -0.9984403322D-02
        150 -0.3245576769D+01  0.6201804166D-02 -0.9923883848D-02
        151 -0.3250456711D+01  0.6160485124D-02 -0.9864233698D-02
        152 -0.3255331682D+01  0.6119694668D-02 -0.9805424689D-02
        153 -0.3260200616D+01  0.6079393541D-02 -0.9747433126D-02
        154 -0.3265069874D+01  0.6039596447D-02 -0.9690286199D-02
        155 -0.3269935973D+01  0.6000268215D-02 -0.9633943355D-02
        156 -0.3274795133D+01  0.5961436691D-02 -0.9578361861D-02
        157 -0.3279668562D+01  0.5922949893D-02 -0.9523670962D-02
        158 -0.3284508407D+01  0.5885167524D-02 -0.9469529341D-02
        159 -0.3289361302D+01  0.5847694801D-02 -0.9416241123D-02
        160 -0.3294211798D+01  0.5810694237D-02 -0.9363684387D-02
        161 -0.3299058952D+01  0.5774133783D-02 -0.9311839490D-02
        162 -0.3303903943D+01  0.5737996158D-02 -0.9260700972D-02
        163 -0.3308745720D+01  0.5702310818D-02 -0.9210247322D-02
        164 -0.3313584370D+01  0.5667037519D-02 -0.9160467092D-02
        165 -0.3318424376D+01  0.5632157110D-02 -0.9111375894D-02
        166 -0.3323259296D+01  0.5597703357D-02 -0.9062920009D-02
        167 -0.3328090856D+01  0.5563674794D-02 -0.9015097800D-02
        168 -0.3332922705D+01  0.5529997717D-02 -0.8967921813D-02
        169 -0.3337752050D+01  0.5496747568D-02 -0.8921360800D-02
        170 -0.3342578431D+01  0.5463880770D-02 -0.8875401310D-02
        171 -0.3347403567D+01  0.5431401056D-02 -0.8830042576D-02
        172 -0.3352228803D+01  0.5399255218D-02 -0.8785283289D-02
        173 -0.3357021121D+01  0.5367680574D-02 -0.8740911973D-02
        174 -0.3361858334D+01  0.5336193177D-02 -0.8697389405D-02
        175 -0.3366694030D+01  0.5305066478D-02 -0.8654423348D-02
        176 -0.3371498666D+01  0.5274448806D-02 -0.8611828227D-02
        177 -0.3376322954D+01  0.5244080025D-02 -0.8569895530D-02
        178 -0.3381137085D+01  0.5214092671D-02 -0.8528440623D-02
        179 -0.3385947775D+01  0.5184463783D-02 -0.8487493679D-02
        180 -0.3390753240D+01  0.5155167635D-02 -0.8447036357D-02
        181 -0.3395573503D+01  0.5126151371D-02 -0.8407173110D-02
        182 -0.3400390427D+01  0.5097567236D-02 -0.8367788512D-02
        183 -0.3405186656D+01  0.5069168013D-02 -0.8328785918D-02
        184 -0.3409992078D+01  0.5041151085D-02 -0.8290316948D-02
